K,r
0.8900000000001695,0.0
0.9000000000001696,0.0
0.9100000000001696,0.7460932334073203
0.9200000000001696,0.7655837579128973
0.9300000000001696,0.7790056865500243
0.9400000000001696,0.7897799908285373
0.9500000000001696,0.7989513588986175
0.9600000000001696,0.8070093817780871
0.9700000000001696,0.8142317246271017
0.9800000000001696,0.8207946083088898
0.9900000000001696,0.8268185876948829
1.0000000000001696,0.8323907000781405
1.0100000000001697,0.8375763880865587
1.0200000000001697,0.842426443001519
1.0300000000001697,0.8469813007792351
1.0400000000001697,0.8512738315322703
1.0500000000001697,0.8553312235978576
1.0600000000001697,0.8591762985492343
1.0700000000001697,0.862828454900516
1.0800000000001697,0.8663043616990023
1.0900000000001697,0.8696184789589269
1.1000000000001697,0.8727834553180348
1.1100000000001697,0.8758104367942144
1.1200000000001697,0.8787093099640412
1.1300000000001698,0.8814888959575329
1.1400000000001698,0.8841571070109772
1.1500000000001698,0.8867210741299388
1.1600000000001698,0.8891872521874994
1.1700000000001698,0.8915615071995185
1.1800000000001698,0.8938491893785405
1.1900000000001698,0.896055194732681
1.2000000000001698,0.8981840173575935
1.2100000000001698,0.9002397941059477
1.2200000000001698,0.9022263429673925
1.2300000000001698,0.9041471962228467
1.2400000000001699,0.9060056292289179
1.2500000000001699,0.9078046855259871
1.2600000000001699,0.9095471988359136
1.2700000000001699,0.911235812414198
1.28000000000017,0.9128729961407338
1.29000000000017,0.914461061668409
1.30000000000017,0.9160021758963478
1.31000000000017,0.9174983729918823
1.32000000000017,0.9189515651503811
1.33000000000017,0.9203635522533083
1.34000000000017,0.9217360305610781
1.35000000000017,0.9230706005574862
1.36000000000017,0.9243687740459842
1.37000000000017,0.9256319805841889
1.38000000000017,0.9268615733313487
1.39000000000017,0.928058834373601
1.40000000000017,0.9292249795834712
1.41000000000017,0.9303611630629076
1.42000000000017,0.9314684812130356
1.43000000000017,0.9325479764685546
1.44000000000017,0.9336006407301953
1.45000000000017,0.9346274185247367
1.46000000000017,0.9356292099187056
1.47000000000017,0.936606873208947
1.48000000000017,0.9375612274106836
1.49000000000017,0.9384930545614536
1.50000000000017,0.9394031018573559
1.51000000000017,0.9402920836363087
1.52000000000017,0.9411606832215168
1.5300000000001701,0.9420095546370092
1.5400000000001701,0.9428393242059254
1.5500000000001701,0.9436505920411838
1.5600000000001701,0.9444439334372406
1.5700000000001701,0.9452199001708169
1.5800000000001702,0.945979021717741
1.5900000000001702,0.9467218063923928
1.6000000000001702,0.9474487424156485
1.6100000000001702,0.9481602989167027
1.6200000000001702,0.9488569268736626
1.6300000000001702,0.9495390599973978
1.6400000000001702,0.9502071155627285
1.6500000000001702,0.95086149519071
