K,r
0.8000000000000365,0.0
0.9000000000000364,0.0
1.0000000000000364,0.8924097274627492
1.1000000000000365,0.9146735792206645
1.2000000000000366,0.9299286183644192
1.3000000000000367,0.9411839361324476
1.4000000000000368,0.9498230174365342
1.5000000000000369,0.9566355226944012
1.600000000000037,0.9621191829067532
1.700000000000037,0.9666069039450904
1.8000000000000371,0.9703306721696243
1.9000000000000372,0.9734572284291217
2.0000000000000373,0.9761094131884852
2.1000000000000374,0.9783795936824461
2.2000000000000375,0.9803384407880366
2.3000000000000376,0.982040845537586
2.4000000000000377,0.9835300105600046
2.5000000000000377,0.9848403414769475
2.600000000000038,0.9859995289916254
2.700000000000038,0.9870300731682281
2.800000000000038,0.9879504158613344
2.900000000000038,0.9887757932032134
3.000000000000038,0.9895188850619301
3.1000000000000383,0.9901903152365921
3.2000000000000384,0.9907990405537085
3.3000000000000385,0.9913526563314343
3.4000000000000385,0.991857638230866
3.5000000000000386,0.9923195352554182
3.6000000000000387,0.992743124899172
3.700000000000039,0.9931325387242969
3.800000000000039,0.9934913646573547
3.900000000000039,0.9938227308235681
4.000000000000039,0.9941293746410427
4.100000000000039,0.9944137000713065
4.200000000000038,0.9946778252960622
4.300000000000038,0.9949236226109645
4.400000000000038,0.9951527519581951
4.500000000000037,0.9953666892333671
4.600000000000037,0.99556675027879
4.700000000000037,0.9957541112995738
4.800000000000036,0.9959298263003075
4.900000000000036,0.9960948420298052
5.0000000000000355,0.9962500108333509
5.100000000000035,0.9963961017411502
5.200000000000035,0.9965338100646559
5.3000000000000345,0.9966637657261852
5.400000000000034,0.9967865405095998
5.500000000000034,0.996902654389043
5.600000000000033,0.9970125810674562
5.700000000000033,0.9971167528357758
5.800000000000033,0.9972155648464854
5.900000000000032,0.9973093788808994
6.000000000000032,0.9973985266776422
6.100000000000032,0.9974833128798246
6.200000000000031,0.9975640176500822
6.300000000000031,0.9976408989956039
6.4000000000000306,0.9977141948393653
6.50000000000003,0.9977841248687634
6.60000000000003,0.9978508921886022
6.7000000000000295,0.9979146848017525
6.800000000000029,0.9979756769377344
6.900000000000029,0.9980340302468238
7.000000000000028,0.9980898948750286
7.100000000000028,0.9981434104333319
7.200000000000028,0.9981947068729338
7.300000000000027,0.9982439052767703
7.400000000000027,0.9982911185763469
7.500000000000027,0.9983364522018355
7.600000000000026,0.9983800046724464
7.700000000000026,0.9984218681332695
7.800000000000026,0.9984621288440613
7.900000000000025,0.9985008676248354
8.000000000000025,0.998538160262567
8.100000000000025,0.9985740778828432
8.200000000000024,0.9986086872898714
8.300000000000024,0.9986420512778883
8.400000000000023,0.9986742289166903
8.500000000000023,0.9987052758137114
8.600000000000023,0.9987352443548266
8.700000000000022,0.9987641839258349
8.800000000000022,0.9987921411163707
8.900000000000022,0.9988191599078211
9.000000000000021,0.9988452818466691
9.100000000000021,0.9988705462045355
9.20000000000002,0.9988949901260828
9.30000000000002,0.998918648765811
9.40000000000002,0.9989415554146981
9.50000000000002,0.9989637416175341
9.60000000000002,0.9989852372817223
9.700000000000019,0.9990060707782508
9.800000000000018,0.9990262690354719
9.900000000000018,0.9990458576262674
10.000000000000018,0.9990648608491315
10.100000000000017,0.9990833018036465
10.200000000000017,0.9991012024607955
10.300000000000017,0.9991185837285076
10.400000000000016,0.9991354655128047
10.500000000000016,0.9991518667748824
10.600000000000016,0.999167805584432
10.700000000000015,0.9991832991694822
10.800000000000015,0.9991983639630218
10.900000000000015,0.9992130156466329
11.000000000000014,0.9992272691913576
11.100000000000014,0.999241138895994
11.200000000000014,0.9992546384230027
11.300000000000013,0.9992677808321991
11.400000000000013,0.9992805786123781
11.500000000000012,0.999293043711022
11.600000000000012,0.9993051875622195
11.700000000000012,0.9993170211129171
11.800000000000011,0.999328554847621
11.900000000000011,0.9993397988116451
12.00000000000001,0.9993507626330105
12.10000000000001,0.9993614555430793
12.20000000000001,0.9993718863960077
12.30000000000001,0.9993820636870953
12.40000000000001,0.9993919955701007
12.500000000000009,0.9994016898735912
12.600000000000009,0.9994111541163847
12.700000000000008,0.9994203955221441
12.800000000000008,0.9994294210331747
12.900000000000007,0.9994382373234755
13.000000000000007,0.9994468508110883
13.100000000000007,0.9994552676697908
13.200000000000006,0.9994634938401685
13.300000000000006,0.9994715350401081
13.400000000000006,0.999479396774741
13.500000000000005,0.9994870843458747
13.600000000000005,0.9994946028609404
13.700000000000005,0.9995019572414822
13.800000000000004,0.9995091522312187
13.900000000000004,0.9995161924036988
14.000000000000004,0.9995230821695766
14.100000000000003,0.9995298257835238
14.200000000000003,0.999536427350805
14.300000000000002,0.9995428908335294
14.400000000000002,0.9995492200566017
14.500000000000002,0.9995554187133845
14.600000000000001,0.9995614903710901
14.700000000000001,0.999567438475917
14.8,0.9995732663579442
14.9,0.9995789772357945
15.0,0.9995845742210826
