K,r
0.40000000000003655,0.0
0.5000000000000365,0.0
0.6000000000000365,0.8957104968042378
0.7000000000000365,0.9293063705367459
0.8000000000000365,0.9480701653806024
0.9000000000000364,0.9599926552263564
1.0000000000000364,0.9681352686351059
1.1000000000000365,0.9739767913733708
1.2000000000000366,0.9783237564848777
1.3000000000000367,0.9816526179732084
1.4000000000000368,0.9842617220134573
1.5000000000000369,0.9863465084722771
1.600000000000037,0.9880397417097875
1.700000000000037,0.9894343624292049
1.8000000000000371,0.9905971066364871
1.9000000000000372,0.9915769503023839
2.0000000000000373,0.9924105236742969
2.1000000000000374,0.9931256837112564
2.2000000000000375,0.9937439307763449
2.3000000000000376,0.9942820797541149
2.4000000000000377,0.9947534383328605
2.5000000000000377,0.995168652393753
2.600000000000038,0.9955363221477923
2.700000000000038,0.9958634576172067
2.800000000000038,0.9961558197387514
2.900000000000038,0.9964181788545758
3.000000000000038,0.9966545127422091
3.1000000000000383,0.9968681598558984
3.2000000000000384,0.9970619390158686
3.3000000000000385,0.99723824370138
3.4000000000000385,0.9973991169350903
3.5000000000000386,0.9975463112010917
3.6000000000000387,0.9976813367251982
3.700000000000039,0.9978055006346
3.800000000000039,0.9979199389168306
3.900000000000039,0.9980256426543944
4.000000000000039,0.9981234796789921
4.100000000000039,0.9982142125380608
4.200000000000038,0.9982985134750757
4.300000000000038,0.9983769769782713
4.400000000000038,0.9984501303390731
4.500000000000037,0.9985184425733378
4.600000000000037,0.9985823319895011
4.700000000000037,0.9986421726333948
4.800000000000036,0.9986982997964859
4.900000000000036,0.9987510147400398
5.0000000000000355,0.998800588760316
5.100000000000035,0.9988472666978675
5.200000000000035,0.9988912699762141
5.3000000000000345,0.9989327992407112
5.400000000000034,0.99897203665666
5.500000000000034,0.9990091479160703
5.600000000000033,0.9990442839945587
5.700000000000033,0.9990775826933375
5.800000000000033,0.9991091699958398
5.900000000000032,0.999139161264028
6.000000000000032,0.9991676622956901
6.100000000000032,0.9991947702608928
6.200000000000031,0.9992205745331273
6.300000000000031,0.9992451574284795
6.4000000000000306,0.9992685948642747
6.50000000000003,0.9992909569470761
6.60000000000003,0.9993123084985714
6.7000000000000295,0.9993327095267343
6.800000000000029,0.9993522156486794
6.900000000000029,0.9993708784707888
7.000000000000028,0.9993887459309768
7.100000000000028,0.9994058626073483
7.200000000000028,0.9994222699969607
7.300000000000027,0.9994380067679677
7.400000000000027,0.9994531089880007
7.500000000000027,0.999467610331321
7.600000000000026,0.9994815422669656
7.700000000000026,0.9994949342298549
7.800000000000026,0.9995078137766055
7.900000000000025,0.9995202067275899
8.000000000000025,0.9995321372966124
8.100000000000025,0.9995436282094227
8.200000000000024,0.9995547008121506
8.300000000000024,0.999565375170631
8.400000000000023,0.9995756701614817
8.500000000000023,0.9995856035557094
8.600000000000023,0.9995951920955366
8.700000000000022,0.9996044515650703
8.800000000000022,0.999613396855368
8.900000000000022,0.9996220420244076
9.000000000000021,0.9996304003524088
9.100000000000021,0.9996384843929143
9.20000000000002,0.9996463060199987
9.30000000000002,0.9996538764719384
9.40000000000002,0.9996612063916376
9.50000000000002,0.9996683058640898
9.60000000000002,0.9996751844511166
9.700000000000019,0.9996818512236051
9.800000000000018,0.9996883147914569
9.900000000000018,0.9996945833314209
10.000000000000018,0.9997006646129879
10.100000000000017,0.9997065660224965
10.200000000000017,0.9997122945855885
10.300000000000017,0.9997178569881459
10.400000000000016,0.9997232595958214
10.500000000000016,0.9997285084722729
10.600000000000016,0.9997336093961968
10.700000000000015,0.9997385678772501
10.800000000000015,0.999743389170947
10.900000000000015,0.9997480782925977
11.000000000000014,0.9997526400303658
11.100000000000014,0.9997570789575058
11.200000000000014,0.9997613994438348
11.300000000000013,0.9997656056664995
11.400000000000013,0.9997697016200822
11.500000000000012,0.9997736911260927
11.600000000000012,0.9997775778418929
11.700000000000012,0.9997813652690853
11.800000000000011,0.9997850567614074
11.900000000000011,0.9997886555321619
12.00000000000001,0.9997921646612172
12.10000000000001,0.9997955871016015
12.20000000000001,0.9997989256857209
12.30000000000001,0.999802183131225
12.40000000000001,0.9998053620465418
12.500000000000009,0.999808464936104
12.600000000000009,0.9998114942052855
12.700000000000008,0.9998144521650664
12.800000000000008,0.9998173410364449
12.900000000000007,0.9998201629546086
13.000000000000007,0.9998229199728838
13.100000000000007,0.9998256140664725
13.200000000000006,0.9998282471359934
13.300000000000006,0.9998308210108363
13.400000000000006,0.999833337452342
13.500000000000005,0.9998357981568172
13.600000000000005,0.9998382047583961
13.700000000000005,0.9998405588317536
13.800000000000004,0.9998428618946853
13.900000000000004,0.9998451154105529
14.000000000000004,0.9998473207906129
14.100000000000003,0.9998494793962254
14.200000000000003,0.9998515925409575
14.300000000000002,0.9998536614925827
14.400000000000002,0.9998556874749829
14.500000000000002,0.9998576716699605
14.600000000000001,0.9998596152189624
14.700000000000001,0.9998615192247217
14.8,0.9998633847528249
14.9,0.9998652128332012
15.0,0.9998670044615465
